Timestamp,Account_ID,Status,Message,Google_Place_ID,Title,Address,Google_Type__c,Google_Rating__c,Google_Reviews__c,Google_Price__c,Google_URL__c
2026-01-12 11:54:54,001AZ000002ipLgYAI,SKIPPED_SANITY_CHECK,Best match: 33% < 80%,ChIJxZBZ1IVLE4wRv1Fc_--NoB4,Le Lucullus,"Route de la plage, Sainte-Anne 97180, Guadeloupe",Restaurant,4.3,1342,€30–40,
2026-01-12 11:54:54,0010X00004necF0QAI,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/0010X00004necF0QAI. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:54:54,0010X00004VqXvBQAV,SKIPPED_SANITY_CHECK,Best match: 28% < 80%,ChIJv_uHT-xFE4wR7JOLuLrWwQk,Marina Pointe-à-Pitre,"Rte du Bas du Fort, Pointe-à-Pitre 97110, Guadeloupe",Marina,4.1,1380,,http://www.marinaguadeloupe.com/
2026-01-12 11:54:54,0010X00004VEIX3QAP,SKIPPED_SANITY_CHECK,Best match: 67% < 80%,ChIJ70bLEChljEcR0zv942K-VEw,LAVINIA,"Rue de Coutance 3 bis, 1201 Genève, Switzerland","Wine store, Wine cellar, Wine wholesaler and importer, Winery",4.3,62,,https://www.lavinia.com/ch-fr
2026-01-12 11:54:54,001AZ0000031gP8YAI,SKIPPED_SANITY_CHECK,Best match: 32% < 80%,ChIJT4hQbu7Spw0RJ4x545bXwGw,Organic Kitchen,"6-8 Rue Ahmed El Mokri, Casablanca 20000, Morocco",Organic restaurant,4.6,1239,$$,http://www.organickitchen.ma/
2026-01-12 11:54:54,001AZ000003fj9YYAQ,SKIPPED_SANITY_CHECK,Best match: 59% < 80%,ChIJ49ybywbrwQ8RtTf-38dXSvg,Le Comptoir Bar & Restaurant,"ITC Ivoire Trade Center, Abidjan, Côte d’Ivoire",Restaurant,4.4,911,$$$,http://lecomptoircocody.com/
2026-01-12 11:54:54,0010X000047HFzHQAW,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/0010X000047HFzHQAW. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:54:54,0010X00004m5isDQAQ,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/0010X00004m5isDQAQ. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:54:54,001AZ000002wu8wYAA,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/001AZ000002wu8wYAA. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:54:55,0010X00004Eb5JiQAJ,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/0010X00004Eb5JiQAJ. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:54:55,001AZ000003sTvcYAE,SKIPPED_SANITY_CHECK,Best match: 45% < 80%,ChIJ5dveYa80GQ0RrEP1FKqq6zM,LX Factory,"R. Rodrigues de Faria 103 Piso 3, 1300-501 Lisboa, Portugal",Art center,4.5,62890,,https://www.lxfactory.com/
2026-01-12 11:54:56,001AZ000003usQsYAI,SKIPPED_SANITY_CHECK,Best match: 33% < 80%,ChIJ36NAt4LFHg0RlvYskf5SrxY,Club House Beloura,"R. Moinho do Zangão 9, 2710-144 Sintra, Portugal",Restaurant,4,31,€15–20,
2026-01-12 11:54:56,001AZ000004RTKvYAO,SKIPPED_SANITY_CHECK,Best match: 50% < 80%,ChIJWYN9rglvjkcRgDx7XbRPWzE,La Tomate,"Rte de l'Ecole 16, 1753 Matran, Switzerland",Pizza restaurant,4.4,1216,CHF 20–30,https://la-tomate.ch/
2026-01-12 11:54:56,001AZ0000040pTaYAI,SKIPPED_SANITY_CHECK,Best match: 44% < 80%,ChIJ64Jxzfh1iUcRw4eKkzSXWpQ,Bazurto Tignes - Festive Restaurant by Juan Arbelaez,"560 Rue du Val Claret, 73320 Tignes, France","Restaurant, Bar, Colombian restaurant",4.5,434,,https://www.bazurtorestaurant.com/tignes
2026-01-12 11:54:56,001AZ000004CAPSYA4,SKIPPED_SANITY_CHECK,Best match: 30% < 80%,ChIJZUkRNGNHE4wRvEROoAqt0mU,Efusion local caribbean food,"immeuble Feed Back La rocade Grand camp, Les Abymes 97139, Guadeloupe",Restaurant,4.8,133,€30–40,https://www.instagram.com/efusion__?igsh=MTF4NTRsaXI4bnIzMQ%3D%3D&utm_source=qr
2026-01-12 11:54:57,001AZ000004kLEyYAM,SKIPPED_SANITY_CHECK,Best match: 47% < 80%,ChIJBQpnogCN3EcRJa3BVoOL9oc,L'OPALE RESTAURANT DUNKERQUE,"6 Rue Marcel Sailly, 59140 Dunkerque, France",Restaurant,4.1,706,,https://www.lopalerestaurant.fr/
2026-01-12 11:54:57,001AZ000004BmrlYAC,SKIPPED_SANITY_CHECK,Best match: 70% < 80%,ChIJa03FPsp7jEcR44ZeszpEsgM,Restaurant Le Tourbillon,"Rte de la Galaise 21B/6e étage, 1228 Plan-les-Ouates, Switzerland",Fine dining restaurant,4.8,51,,https://restaurantletourbillon.ch/
2026-01-12 11:54:57,001AZ0000048Bw8YAE,SKIPPED_SANITY_CHECK,Best match: 59% < 80%,ChIJ_1J17G-7rhIRMBBBL5z2BgQ,Toulouse,France,,,,,http://www.toulouse.fr/
2026-01-12 11:54:57,001AZ000003utPlYAI,SKIPPED_SANITY_CHECK,Best match: 69% < 80%,ChIJbcbleIwxGQ0RweKnXFc91MA,SUSHISAN EXPO,"Interior da Galeria, Pátio das Pirogas 2B, 1990-616 Lisboa, Portugal",Japanese restaurant,4.1,2133,€20–25,http://sushisan.pt/
2026-01-12 11:54:57,001AZ000004N8zWYAS,SKIPPED_SANITY_CHECK,Best match: 38% < 80%,ChIJGZFJlhDaVA0R7Yei_oJhfQ4,"The Originals Access, Hotel Bordeaux Airport","91 Av. John Fitzgerald Kennedy, 33700 Mérignac, France",Hotel,3.8,843,$49,https://www.hotel-bordeauxaeroport.com/?utm_campaign=uberall&utm_medium=organic&utm_source=googlelisting
2026-01-12 11:54:57,001AZ000004em1XYAQ,SKIPPED_SANITY_CHECK,Best match: 31% < 80%,ChIJ1-VP6JHs9EcRtnAyWKc0ngQ,Restaurant Saisons,"1A Chem. de Calabert, 69130 Écully, France",Haute French restaurant,4.8,471,€100+,http://www.saisons-restaurant.fr/
2026-01-12 11:54:57,001AZ000003wEAFYA2,SKIPPED_SANITY_CHECK,Best match: 37% < 80%,ChIJS2tmwC5B9kcR5SvQ88K44xg,Les 400 Coups Bar Restaurant Brioude,"16 Rue d'Alsace, Pl. Saint-Jean, 43100 Brioude, France",French restaurant,4.7,122,€20–30,
2026-01-12 11:54:57,001AZ00000493JYYAY,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/001AZ00000493JYYAY. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:54:57,001AZ000004MiaqYAC,SKIPPED_SANITY_CHECK,Best match: 33% < 80%,ChIJdw_p9N1OE4wRVe9ev6w1c5k,Hotel School Du Gosier,"BP 249, Le Gosier 97190, Guadeloupe",High school,,,,http://lhtgosier.com/
2026-01-12 11:54:57,001AZ000003vYc2YAE,SKIPPED_SANITY_CHECK,Best match: 32% < 80%,ChIJIfB3fxN7jEcRM2mIfYPzJKo,Restaurant Norah Thaï,"Av. du Curé Baud 84, 1212 Lancy, Switzerland",Restaurant,4.2,293,$$,
2026-01-12 11:54:57,001AZ000004HqXsYAK,SKIPPED_SANITY_CHECK,Best match: 32% < 80%,ChIJ-S4YdeyXzhIRG54xNT6q97M,Mamma Mia Ristorante,"123 Rue Amiral Baux, 83700 Saint-Raphaël, France",Italian restaurant,4.7,1194,€20–30,https://linktr.ee/MAMMA.MIA.SAINT.RAPHAEL
2026-01-12 11:54:57,001AZ000004N7W9YAK,SKIPPED_SANITY_CHECK,Best match: 67% < 80%,ChIJ51O4brfJlkcRJddJvNUz3Og,AC Hotel Strasbourg,"4 -6 Bd de Dresde, 67000 Strasbourg, France","Hotel, Business to business service",4.2,681,,https://www.marriott.com/en-us/hotels/sxbar-ac-hotel-strasbourg/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0
2026-01-12 11:54:57,001AZ00000434TGYAY,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/001AZ00000434TGYAY. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:54:57,001AZ000004BsunYAC,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/001AZ000004BsunYAC. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:54:57,001AZ000004noZoYAI,SKIPPED_SANITY_CHECK,Best match: 48% < 80%,ChIJUQiY43NpBEgRMFhtUsP71ss,Chez Suzon - Paillote de plage - Bar,"Plage de, Av. de Tanchet, 85100 Les Sables-d'Olonne, France","Restaurant, Bar, Hamburger restaurant, Pizza restaurant, Pizza Takeout",4.4,247,€20–30,https://www.chezsuzon.fr/
2026-01-12 11:54:57,001AZ000004UJHBYA4,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/001AZ000004UJHBYA4. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:54:57,001AZ000004OMADYA4,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/001AZ000004OMADYA4. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:54:58,001AZ000004tdivYAA,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/001AZ000004tdivYAA. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:54:58,001AZ000004tqw8YAA,SKIPPED_SANITY_CHECK,Best match: 52% < 80%,ChIJ8T9Ms7fTpw0R7Xk_8cMdFHs,L'abri restaurant,"23 Boulevard Bir Anzarane, Casablanca 20100, Morocco",Restaurant,4.5,1094,MAD 500+,http://www.labri.ma/
2026-01-12 11:54:58,001AZ000004uFeGYAU,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/001AZ000004uFeGYAU. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:54:58,001AZ000004snKSYAY,SKIPPED_SANITY_CHECK,Best match: 43% < 80%,ChIJoS2dZ3Hxi0cRgnm-uQUiZ9o,La Table du Chalet,"33 Rte de la Vall. du Bouchet, 74450 Le Grand-Bornand, France",Restaurant,4.4,124,€30–40,https://www.bestwestern-chaletlessaytels.com/le-restaurant-1334
2026-01-12 11:54:59,001AZ000004zyqgYAA,SKIPPED_SANITY_CHECK,Best match: 46% < 80%,ChIJfVoN31aBzhIRb9hvryzmid4,Bar°58,"58 Bd de la Croisette Cs 40052, 06400 Cannes, France",Bar,5,21,€40–50,https://carltoncannes.com/eat-drink/bar-58/
2026-01-12 11:54:59,001AZ0000050JseYAE,SKIPPED_SANITY_CHECK,Best match: 67% < 80%,ChIJ6y31DFrNjUcRdZzLk4t3-n0,Auberge Le Talent Phe Pat Wok,"Rte du Village 80, 1040 Saint-Barthélemy, Switzerland",Family restaurant,4.6,117,CHF 20–30,https://letalentphepatwok.ch/
2026-01-12 11:54:59,001AZ0000054syEYAQ,SKIPPED_SANITY_CHECK,Best match: 21% < 80%,ChIJ1REKMtaD2RIRGNdkXan8_iQ,Casa Corsa,"Résidence U Palmu, Quai Pascal Paoli, 20137 Porto-Vecchio, France",French restaurant,4.7,3966,€20–40,http://www.casacorsa-portovecchio.com/
2026-01-12 11:54:59,001AZ0000050IAaYAM,SKIPPED_SANITY_CHECK,Best match: 42% < 80%,ChIJ66G4rTAujEcRatOFHIPxWZM,à la Bossette,"Pl. du Nord 4, 1005 Lausanne, Switzerland",Restaurant,4.5,427,CHF 20–30,http://bo7.ch/
2026-01-12 11:54:59,001AZ0000056CBlYAM,SKIPPED_SANITY_CHECK,Best match: 32% < 80%,ChIJzw0F9dXAyRIRS8YD7Zxoe3c,L'Avant Cour,"122 Rue du Vallon des Auffes, 13007 Marseille, France",French restaurant,4.6,832,$$$,https://www.lavant-cour-restaurant-marseille.com/
2026-01-12 11:54:59,001AZ000004zV9RYAU,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/001AZ000004zV9RYAU. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:54:59,001AZ0000051WfoYAE,SKIPPED_SANITY_CHECK,Best match: 26% < 80%,ChIJm5mV-DXBDkgRELPkNs2lDAQ,Feins,"35440, France",,,,,
2026-01-12 11:54:59,001AZ000005AuT5YAK,SKIPPED_SANITY_CHECK,Best match: 43% < 80%,ChIJ-eSjUsC__UcRsl-83g-RUU8,Del Arte,"21 Rue du Panier Vert, 86280 Saint-Benoît, France","Restaurant, Family restaurant, French restaurant, Italian restaurant, Lunch restaurant, Takeout Restaurant, Mediterranean restaurant, Northern Italian restaurant, Pizza restaurant, Southern Italian restaurant",4.3,1883,€20–30,https://www.delarte.fr/store-finder/4041001
2026-01-12 11:54:59,001AZ000004yrgVYAQ,SKIPPED_SANITY_CHECK,Best match: 55% < 80%,ChIJ6fdHSgsv4EcRV_GqFMdAaNc,Stadium Bar & Grill,"Bd de Leningrad, 76600 Le Havre, France",Restaurant,4.2,136,€10–20,
2026-01-12 11:54:59,001AZ0000052zC5YAI,NO_RESULT,No SERP results found,,,,,,,,
2026-01-12 11:54:59,001AZ0000059rAyYAI,SKIPPED_SANITY_CHECK,Best match: 44% < 80%,ChIJ0UGJP3ozGQ0RsF2lmEcSP3w,Bougain Avenida,"Av. da Liberdade 164, 1250-146 Lisboa, Portugal",Restaurant,4.6,151,€50+,https://www.bougain.pt/
2026-01-12 11:54:59,001AZ0000058KZbYAM,SKIPPED_SANITY_CHECK,Best match: 67% < 80%,ChIJuyXWR5lgjkcRe1if7a17UwY,La Pinte des Mossettes,"Route des Echelettes 8, 1654 Cerniat, Switzerland",Swiss restaurant,4.8,267,CHF 100+,http://www.lapintedesmossettes.ch/
2026-01-12 11:54:59,001AZ000005990uYAA,SKIPPED_SANITY_CHECK,Best match: 72% < 80%,ChIJ3wjFeV8zahoRWR9jNPQAZ2s,Kinchill Café,"111 Ave Du Bas Congo, Kinshasa, Congo - Kinshasa","Restaurant, Brunch restaurant, Tea house",4.8,4,,https://instagram.com/kinchillcafe?igshid=MzNlNGNkZWQ4Mg==
2026-01-12 11:54:59,001AZ000005E8mRYAS,SKIPPED_SANITY_CHECK,Best match: 65% < 80%,ChIJ5SCVjegRrhIRwI4ubeAt7N4,Europe Hôtel Castres,"5 Rue Victor Hugo, 81100 Castres, France",Hotel,4.6,646,$72,https://www.hotelcastres.fr/
2026-01-12 11:54:59,001AZ0000059uqWYAQ,SKIPPED_SANITY_CHECK,Best match: 41% < 80%,ChIJz7f8UYKJ8kcRubFeU0Zijb4,RàDe - Restaurant à Demeure (Chef à Domicile) & Ràde La terrasse Restaurant éphémère,,Personal chef service,4.6,215,,https://restaurantademeure.com/
2026-01-12 11:54:59,001AZ0000056y7tYAA,SKIPPED_SANITY_CHECK,Best match: 21% < 80%,ChIJWcV6wLBksRIRQCRlFiGIBwE,Languedoc-Roussillon,France,,,,,http://www.laregion.fr/
2026-01-12 11:54:59,001AZ000005Cz9EYAS,SKIPPED_SANITY_CHECK,Best match: 61% < 80%,ChIJTZ3OtcxljEcRJkBhGJJ-794,Restaurant Royal Châtelaine-Vernier 皇家,"Ave de l'Etang 67, 1219 Châtelaine, Switzerland",Asian restaurant,4.4,4826,$$,http://www.restaurantroyal.ch/
2026-01-12 11:54:59,001AZ000005B4jaYAC,SKIPPED_SANITY_CHECK,Best match: 68% < 80%,ChIJAQAsm0JXkUcRgo_Ulapn6YM,La Fourchette,"31 Rue Principale, 67220 Triembach-au-Val, France",Restaurant,4.8,172,€30–40,https://la-fourchette-restaurant.eatbu.com/?lang=fr
2026-01-12 11:54:59,001AZ000005CgDQYA0,SKIPPED_SANITY_CHECK,Best match: 28% < 80%,ChIJiSXFyNjd4EcRNkGzPvOHOtU,Cancan,"43 Pl. du Vieux Marché, 76000 Rouen, France",Fine dining restaurant,4.2,1463,$$$,https://cancantraiteur.com/
2026-01-12 11:54:59,001AZ000005Wd7PYAS,SKIPPED_SANITY_CHECK,Best match: 34% < 80%,ChIJAQDwaGrq9EcRs8CjPFKMvdE,Popcall,"289 Rue Garibaldi, 69007 Lyon, France",Software company,5,2,,http://popcall.io/nous-contacter/
2026-01-12 11:54:59,001AZ00000500iOYAQ,SKIPPED_SANITY_CHECK,Best match: 19% < 80%,ChIJx33GEyS3xUcR1F1ZkFY_J9M,De Bijenkorf (Den Haag),"Wagenstraat 32, 2512 AX Den Haag, Netherlands",Department store,4.3,8932,,https://www.debijenkorf.nl/den-haag?utm_source=google&utm_medium=organic&utm_campaign=gmb
2026-01-12 11:54:59,001AZ000005Wd7ZYAS,SKIPPED_SANITY_CHECK,Best match: 29% < 80%,IjASLgoUChIJ21vBMyeN9EcR3dVtqanakQAQICoUChIJgbciOieN9EcReL-sB9DY6io,32 Lot. la Madone,"69210 Lentilly, France",,,,,
2026-01-12 11:55:00,001AZ000005a6obYAA,SKIPPED_SANITY_CHECK,Best match: 40% < 80%,ChIJ8YKQ80n8VA0RUd4SpwWNVnc,1 Rte de Belin,"33125 Hostens, France",,,,,
2026-01-12 11:55:00,001AZ000005cLPLYA2,SKIPPED_SANITY_CHECK,Best match: 45% < 80%,ChIJASX25dmM9EcROXKTqNjkvdQ,Le Placebo,"5 Rue de la Mairie, 69210 Lentilly, France",French restaurant,4.1,182,€20–30,
2026-01-12 11:55:01,001AZ000005el5wYAA,SKIPPED_SANITY_CHECK,Best match: 27% < 80%,ChIJEaJf28QvjEcRf55RNcQlR9A,The Lacustre,"Quai Jean-Pascal Delamuraz 1, 1006 Lausanne, Switzerland",Restaurant,4.3,2174,$$,http://www.thelacustre.com/
2026-01-12 11:55:01,001AZ000005jSXXYA2,SKIPPED_SANITY_CHECK,Best match: 38% < 80%,ChIJaaDyNQ7W5UcRqO_VWcoCkjw,Au Soleil Du Maroc,"1 Bd de Mondétour, 91400 Orsay, France","Moroccan restaurant, African restaurant, Arab restaurant, Couscous restaurant, Halal restaurant, Takeout Restaurant, Restaurant",4.4,660,€20–30,
2026-01-12 11:55:01,001AZ000005XU1fYAG,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/001AZ000005XU1fYAG. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:55:01,001AZ000005yfrfYAA,SKIPPED_SANITY_CHECK,Best match: 50% < 80%,ChIJz7T6i22-_UcRBxtgzx4XSSM,Les Archives,"14 Rue Édouard-Grimaux, 86000 Poitiers, France",French restaurant,4.4,2968,$$,http://www.lesarchives.fr/
2026-01-12 11:55:01,001AZ000005pey5YAA,SKIPPED_SANITY_CHECK,Best match: 22% < 80%,ChIJ51cu8IcbXWARiRtXIothAS4,Tokyo,Japan,,,,,
2026-01-12 11:55:01,001AZ000005fshUYAQ,SKIPPED_SANITY_CHECK,Best match: 43% < 80%,ChIJLTVBhRIxmnYRSeWrA5iPIWE,PAĪ Bistro,"Tamanu Iti, Punaauia 98718, French Polynesia",Restaurant,4.5,79,,https://www.paibistro.com/
2026-01-12 11:55:01,001AZ0000063N7EYAU,SKIPPED_SANITY_CHECK,Best match: 65% < 80%,ChIJsekBbsJhEUgRe1t6bccRVhQ,Hippopotamus Steakhouse,"Zone d'Activité Ar Brug, 3 Rue ar Brug, 29600 Saint-Martin-des-Champs, France",Restaurant,4.6,2376,€20–30,https://www.hippopotamus.fr/nos-restaurants/hippopotamus-morlaix?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website
2026-01-12 11:55:01,001AZ000005ygeFYAQ,SKIPPED_SANITY_CHECK,Best match: 45% < 80%,ChIJoXp4Hg4HyRIRx6TZTURfUko,Swan's side,"23 Rue du Dr Louis Marçon, 83150 Bandol, France",French restaurant,4.8,408,€30–50,
2026-01-12 11:55:01,001AZ00000638rNYAQ,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/001AZ00000638rNYAQ. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:55:01,001AZ000005mzejYAA,SKIPPED_SANITY_CHECK,Best match: 50% < 80%,ChIJfSjshEAzGQ0Rn7U8g0Je1zU,Ribalta,"Av. António Augusto de Aguiar 31 Piso 7, 1069-413 Lisboa, Portugal",Italian restaurant,4,463,,https://www.ribalta.pt/#topo
2026-01-12 11:55:01,001AZ000005tyFgYAI,SKIPPED_SANITY_CHECK,Best match: 33% < 80%,ChIJYQEgGNbjikcRIHZF1RM73AA,Crescendo Restaurant,"Centre Commercial Carrefour, Zac Les Blanchisseries, 38500 Voiron, France",French restaurant,4,1720,€10–20,https://www.crescendo-restauration.fr/?utm_source=Yext&utm_medium=GMB
2026-01-12 11:55:01,001AZ0000067CxMYAU,SKIPPED_SANITY_CHECK,Best match: 65% < 80%,ChIJ0XtVRrs3mnYRkC7u3ZU2Ilg,L'ivresse | Wine Bar,"Vaima Shopping Center, Papeete 98714, French Polynesia","Wine bar, Wine store",4.7,119,,
2026-01-12 11:55:01,001AZ000005Wd0kYAC,SKIPPED_SANITY_CHECK,Best match: 17% < 80%,ChIJ5-YkHIHWXkcRY0nqQZeMtE0,Vareš,Bosnia and Herzegovina,,,,,
2026-01-12 11:55:01,001AZ00000689X3YAI,SKIPPED_SANITY_CHECK,Best match: 26% < 80%,ChIJ91Zn-vctjEcRSXjKV_k8KBg,Mont-Bistro,"Rte de Lausanne 14, 1052 Le Mont-sur-Lausanne, Switzerland",Restaurant,4.9,142,,http://www.montbistro.ch/
2026-01-12 11:55:01,001AZ000005i9srYAA,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/001AZ000005i9srYAA. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:55:01,001AZ000005yjbJYAQ,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/001AZ000005yjbJYAQ. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:55:01,001AZ000005faqQYAQ,ERROR,"Malformed request https://zenchef.my.salesforce.com/services/data/v59.0/sobjects/Account/001AZ000005faqQYAQ. Response content: [{'message': ""No such column 'Has_Google_Accept_Bookings_Extension__c' on sobject of type Account"", 'errorCode': 'INVALID_FIELD'}]",,,,,,,,
2026-01-12 11:55:01,001AZ000006DG93YAG,SKIPPED_SANITY_CHECK,Best match: 59% < 80%,ChIJF7viBKZBmRIRUDoxpQoZRrg,Restaurante Cala Bonita,"Playa de s'Estanyol, s/n, 07819, Balearic Islands, Spain","Restaurant, Mediterranean restaurant",4.1,994,$$,https://calabonitaibiza.com/
